"","HK2","JAP","S_P","FTSE"
"1",0.0242793341453513,0.0533543942784432,0.010400958898813,0.042299955297273
"2",-0.00428134556574924,4.38750438750439e-05,0.00100428753524659,-0.0013989144423927
"3",0.00333238509367246,0.0035412932278232,0.00835025089056578,5.5953446732395e-05
"4",-0.0249500166611128,-0.0130658162813358,-0.0725965488907148,-0.00778166234352089
"5",0.0170324271208647,0.00207734806629834,0.0165259202392016,-0.00749914782411092
"6",-0.0245825992113432,-0.013437849944009,-0.00843452041398428,-0.0120745170193192
"7",0.0114866265809661,0.0123429481507698,0.00158659126967989,-0.00334602515287871
"8",0.0400843881856539,0.0133566128328241,0.000284691719537958,0.00573591832052312
"9",-0.0096455268869062,-0.000524063236963927,0.0238208670795617,0.0260335195530726
"10",-0.00156985871271571,-0.00240773978899444,-0.0102679287662442,-0.0124434389140271
"11",-0.0298470339510011,-0.00585645090268604,-0.0275728475456456,-0.00867183934276589
"12",0.00416941875825624,0.00729990820474713,0.00209755696306651,-0.00320512820512815
"13",-0.00627258754621356,0.0189124281670812,0.0136308316430021,0.0133830255802135
"14",0.00774906228102705,0.00770245542363505,0.0224848316611809,-0.00493701055498811
"15",-0.00559562297935837,-0.0069849160095989,-0.010417918820371,0.00288575793583427
"16",4.14473411530273e-05,0.0106414550387926,-0.000761889485925085,-0.00118966689326983
"17",-0.00124496825330954,0.00148166963000593,0.0154368510403095,0.0104826503727788
"18",-0.0217953610651739,0.00463509185909321,0.0147041661804178,0.00385302658029923
"19",-0.0260169675875572,-0.00253464008110848,-0.00795953575909662,-0.00782261241487977
"20",0.0237842429390529,-0.00326340326340326,0.00207379582893141,-0.00140892696122633
"21",-0.0257918354899141,0.00480830064532456,-0.0133222314737718,-0.0045858574421107
"22",-0.00117770217220635,-0.00245232759714177,0,0.000339577791612506
"23",-0.0310307609282245,0.00509002187447417,-0.00498087344596748,-0.0167453101622742
"24",-0.000269905533063387,-0.00464880398951906,-0.00746688077077484,-0.0255532605488344
"25",0.00470114170584285,0.00462729261315834,0.0104083902749086,0.00743908153701971
"26",0.0234784889821615,0.00875656742556918,0.0192472531754073,0.00657550189118415
"27",0.0175257731958764,0.0149511213341001,0.00376508946939398,0.00893886966551326
"28",0.00817995910020442,0.0201634000080493,0.00846707462571677,0.000518761888293326
"29",-0.00764145273460965,0.00408834021403663,0.0218717060683632,0.00703983516483514
"30",0.00282534246575339,0.000800993231607193,-0.00233944607954118,0.006086808123329
"31",0.00844687805085109,0.00525875463128959,-0.00223121431002524,0.00124992898130778
"32",0.0117454591216074,0.00254321478243592,-0.0108953283890207,0.0125112208258529
"33",0.0141433356767709,0.0030899655349998,0.0033528918692372,-0.00900084913671106
"34",0.0149101723224834,0.00758767101745558,0.0200134418639385,0.00130031659882404
"35",0.00300556435563141,0.00961725655102597,-0.00224534091759586,0.00735170323811669
"36",0.0025926676119101,-0.00339896858884201,0.00283603253974174,0.0148172720738652
"37",0.0015774146578224,0.000780762023735165,-0.000373301478273939,0.00253681133844367
"38",-0.000809585492227979,3.90365772729047e-05,-0.002169846614291,0.0115562823657673
"39",0.00918461476757714,-0.00592947459357575,0.000299199640960371,-0.00896491035089647
"40",0.0229249941217964,0.00542862722124585,0.00760865530935683,-0.00176308539944906
"41",0.0152433141666345,0.000507455695214302,-0.00137515795733295,0.000165261940175153
"42",0.00161818532074738,-0.00289696210460382,-0.0197847180109158,0.0105200043606235
"43",-0.00417843463458049,-0.00432491939922938,0.00415188344530846,-0.01269595937293
"44",-0.00224902090038378,0.00164861045690061,0.00536847242557348,0.00434185215718609
"45",-0.00935420743639925,0.00887021475256769,-0.000901814902491298,0.0092567383610128
"46",0.0101886646263511,0.00649350649350649,0.00938023450586258,-0.00591553924522099
"47",0.0100859027458198,0.00362011861665255,0.00947570238183043,0.00131283846616698
"48",-0.00493294280869421,-0.0047595093448903,-0.000368840365889727,0.0147669091888979
"49",-0.0128420313048909,0.00200810967368218,-0.00848088082130646,-0.0109512912716574
"50",-0.00608702481935281,-0.00442186106047089,0.000260310140939534,-0.00174653422115492
"51",-0.0179899256416407,-0.00600928708003278,-0.0211125878108981,-0.0277668704773658
"52",-0.0140262688503324,-0.000156109745150841,-0.0187226799736955,-0.00837151422591773
"53",0.021732233502538,0.0127152930297075,-0.00174378051615899,-0.012253077583739
"54",0.00288663055083245,0.0139437689969605,0.00772868843003803,0.010537646592261
"55",0.00593553459119493,-0.00228484386900229,-0.00774983531599954,-0.00466731174227322
"56",0.00492842055855429,0.00946776809626193,0.00316736838039319,-0.00826398852223822
"57",0.0253516831230224,0.00963801412081139,0.0248596933971149,0.00143266475644699
"58",-0.0012214206649108,-0.000747691502486074,0.0025172828373911,0.00908574673480977
"59",0.0117314221048661,0.00653667595171773,0.0121367331032178,0.0105073888857673
"60",-0.00572859364922793,0.000222791578478334,0.00270210245780285,0.0170118751726042
"61",0.0132150344414494,0.00203809382642852,0.00445885691122814,-0.00288040768847286
"62",0.00480608025036328,0.00461067463391243,0.000773252816849472,0.0028170570039771
"63",-0.0327433628318584,-0.00806871421134826,-0.0455437921077959,-0.012981199641898
"64",-0.0184169278996865,-0.00836114131453639,7.69911845093037e-05,-0.0048352636905432
"65",0.0161532827017233,-0.000525190381513299,-0.00216041047799083,0.00514598948428238
"66",-0.0060114799875892,0.00770547945205479,-0.00500155086848621,0.00617043748957704
"67",-0.010067771379324,-0.00134188161622186,-0.00698863858197017,-0.00677188269532132
"68",0.0149340125028943,0.000335357901404777,0.00113095702363318,0.002846140967688
"69",0.0123485021724217,0.0138169257340242,0.014299992311832,-0.0114585685256267
"70",-0.01461716937355,0.00124784379931736,0.0090282274960954,0.00337533753375338
